24036264,19336
12397052,17308
111556576,17060
38742405,16275
259725229,15338
19489239,15204
13850422,14861
22240612,14329
14629315,14270
16012783,13487
16955991,13271
14112296,12650
19063323,12600
16041234,12472
2768501,12310
26809005,11854
11856342,11595
14434063,11338
13049362,11327
6721522,11231
321686793,11090
38142380,10930
16031897,10827
508086493,10542
18091004,10437
14367719,10398
19538986,10383
56413858,10383
55355654,10307
607316347,10249
323916995,10192
14691200,9968
573918122,9879
61433111,9812
9570452,9793
18038269,9760
20465433,9463
380648579,9325
2836421,8939
701725963,8911
393469195,8677
14844715,8553
18424289,8539
225553867,8459
63863854,8452
49698134,8331
436411543,8265
375721095,8227
67151580,8221
9051482,8219
182421263,8194
16824090,8187
23636912,8080
14182050,8059
18286505,7999
115754870,7942
14717197,7930
66533920,7901
12480582,7841
111556701,7832
156247074,7773
60642052,7709
15147042,7674
20065936,7647
25767670,7596
30205586,7566
192547775,7540
17998609,7512
361329018,7486
16686144,7483
33107885,7476
18510860,7410
16031927,7191
18060630,7187
56510427,7149
1496971,7145
26743580,7140
125122481,7096
250081479,7015
15066271,7009
38021361,6995
11319582,6974
394216985,6845
806133,6838
10774652,6815
17902401,6804
18369812,6767
23995748,6750
16027904,6705
15513604,6701
17469289,6676
28349128,6463
26792275,6420
282123511,6366
19725981,6306
10252962,6305
270055627,6234
142614009,6228
15256225,6213
17244973,6175
8839632,6142
110396781,6097
403647191,5979
27677483,5968
11866582,5927
402446977,5922
17219108,5848
120153772,5832
19038934,5721
23603092,5715
519196613,5655
19417492,5649
13524182,5638
15350768,5635
6240732,5617
161280528,5603
375481345,5599
119593082,5591
125854580,5524
15537451,5498
31127446,5485
16180874,5450
22199141,5401
357546039,5388
243163874,5342
227347152,5336
14437914,5304
139909832,5294
286602462,5293
99806132,5290
544679772,5279
14451605,5277
15020865,5266
20818801,5261
86141342,5247
46116615,5243
17764377,5240
63975396,5218
109220563,5199
134555743,5185
6160792,5164
11928542,5140
30947351,5133
65466158,5117
370425922,5116
5135521,5076
